"","Year_Birth","Education","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response"
"1286",1983,"Graduation",1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0
"1287",1987,"Graduation",1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0
"1288",1965,"Graduation",0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0
"1289",1956,"Master",0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0
"1290",1965,"PhD",0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0
"1291",1971,"Graduation",1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0
"1292",1959,"Graduation",1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0
"1293",1963,"Graduation",1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0
"1294",1952,"PhD",0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0
"1295",1963,"PhD",0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0
"1296",1982,"Graduation",1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1
"1297",1976,"2n Cycle",1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0
"1298",1947,"PhD",0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0
"1299",1969,"PhD",1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0
"1300",1959,"PhD",1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0
"1301",1978,"Graduation",1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
"1302",1955,"PhD",0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0
"1303",1954,"Graduation",0,1,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0
"1304",1969,"Graduation",1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0
"1305",1969,"Master",1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0
"1306",1964,"PhD",0,2,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,1
"1307",1981,"Graduation",1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0
"1308",1979,"Basic",1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0
"1309",1981,"2n Cycle",1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
"1310",1960,"Master",0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0
"1311",1974,"Master",0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0
"1312",1981,"Graduation",0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0
"1313",1967,"Graduation",0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1
"1314",1982,"Graduation",1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0
"1315",1963,"Graduation",1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1
"1316",1977,"Graduation",0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0
"1317",1947,"PhD",0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0
"1318",1978,"Master",1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0
"1319",1954,"Master",0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0
"1320",1972,"2n Cycle",0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0
"1321",1981,"Graduation",0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1
"1322",1958,"PhD",1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0
"1323",1968,"Graduation",2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0
"1324",1976,"Graduation",0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0
"1325",1966,"Graduation",1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0
"1326",1989,"PhD",0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0
"1327",1985,"2n Cycle",1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0
"1328",1967,"PhD",0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0
"1329",1959,"PhD",1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0
"1330",1970,"PhD",1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0
"1331",1967,"PhD",0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1
"1332",1985,"PhD",0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1
"1333",1986,"Master",0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1
"1334",1955,"2n Cycle",0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0
"1335",1970,"Graduation",0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0
"1336",1991,"2n Cycle",0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0
"1337",1979,"Basic",1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0
"1338",1976,"PhD",1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0
"1339",1980,"Graduation",1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0
"1340",1978,"Graduation",0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0
"1341",1983,"PhD",1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0
"1342",1952,"Graduation",0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0
"1343",1969,"Graduation",1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0
"1344",1980,"Master",0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1
"1345",1971,"Graduation",0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0
"1346",1989,"Graduation",0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
"1347",1951,"Graduation",0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0
"1348",1987,"Master",0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0
"1349",1985,"PhD",1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0
"1350",1981,"2n Cycle",1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0
"1351",1990,"Graduation",0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0
"1352",1952,"Graduation",0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0
"1353",1971,"2n Cycle",1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0
"1354",1983,"PhD",0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0
"1355",1957,"PhD",1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0
"1356",1951,"Master",0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0
"1357",1976,"Graduation",0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0
"1358",1955,"Master",1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
"1359",1989,"Graduation",1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0
"1360",1973,"PhD",0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0
"1361",1984,"PhD",1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0
"1362",1956,"Master",0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0
"1363",1965,"Graduation",0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0
"1364",1978,"Graduation",1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0
"1365",1973,"PhD",0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0
"1366",1986,"Graduation",0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1
"1367",1959,"Master",0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1
"1368",1978,"Graduation",0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0
"1369",1966,"Graduation",0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0
"1370",1992,"Basic",1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0
"1371",1984,"Graduation",1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0
"1372",1956,"Graduation",0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0
"1373",1974,"Graduation",1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0
"1374",1979,"Graduation",1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0
"1375",1983,"PhD",0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1
"1376",1991,"Graduation",0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1
"1377",1962,"PhD",0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0
"1378",1982,"PhD",1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1
"1379",1955,"Graduation",1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1
"1380",1965,"Basic",0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0
"1381",1961,"Master",1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0
"1382",1951,"Graduation",0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0
"1383",1964,"PhD",1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0
"1384",1959,"Graduation",0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
"1385",1955,"Graduation",1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0
"1386",1966,"Graduation",0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0
"1387",1958,"2n Cycle",0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0
"1388",1954,"Graduation",0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0
"1389",1959,"Graduation",0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0
"1390",1971,"PhD",1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0
"1391",1964,"Graduation",0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0
"1392",1983,"Graduation",1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0
"1393",1945,"PhD",0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1
"1394",1947,"Graduation",0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1
"1395",1969,"PhD",0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0
"1396",1952,"Graduation",0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0
"1397",1947,"Basic",0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0
"1398",1949,"PhD",0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0
"1399",1961,"PhD",0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1
"1400",1974,"Graduation",0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
"1401",1949,"PhD",0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1
"1402",1971,"Graduation",1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
"1403",1979,"Basic",1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0
"1404",1968,"Graduation",1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0
"1405",1971,"Master",1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1
"1406",1955,"PhD",1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0
"1407",1972,"Graduation",1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0
"1408",1979,"2n Cycle",1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0
"1409",1975,"Graduation",0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0
"1410",1977,"Graduation",0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0
"1411",1956,"Graduation",0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0
"1412",1980,"PhD",1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0
"1413",1982,"Graduation",0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
"1414",1961,"Basic",0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0
"1415",1974,"PhD",1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1
"1416",1985,"Graduation",0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0
"1417",1952,"PhD",0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0
"1418",1967,"Graduation",0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0
"1419",1955,"Graduation",1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1
"1420",1973,"PhD",1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0
"1421",1984,"2n Cycle",0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0
"1422",1979,"Basic",1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0
"1423",1976,"PhD",1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0
"1424",1968,"Graduation",0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0
"1425",1971,"Graduation",1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1
"1426",1967,"Graduation",1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0
"1427",1973,"Graduation",0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0
"1428",1983,"Graduation",1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0
"1429",1979,"2n Cycle",1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0
"1430",1979,"Graduation",0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0
"1431",1950,"Graduation",1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0
"1432",1963,"PhD",1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
"1433",1962,"2n Cycle",0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0
"1434",1976,"Graduation",1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0
"1435",1952,"Graduation",1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0
"1436",1955,"Graduation",0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0
"1437",1964,"Graduation",0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0
"1438",1981,"2n Cycle",1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
"1439",1976,"Graduation",0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0
"1440",1974,"Graduation",0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0
"1441",1951,"Master",1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0
"1442",1966,"Graduation",1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1
"1443",1951,"Graduation",1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0
"1444",1958,"Graduation",0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0
"1445",1964,"Graduation",1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0
"1446",1956,"Graduation",0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1
"1447",1974,"PhD",0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0
"1448",1966,"Graduation",1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
"1449",1963,"PhD",0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0
"1450",1992,"Graduation",0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0
"1451",1954,"Graduation",0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0
"1452",1983,"PhD",1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0
"1453",1951,"Graduation",0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1
"1454",1956,"Graduation",0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0
"1455",1961,"PhD",1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
"1456",1962,"Graduation",0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0
"1457",1971,"Master",1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0
"1458",1968,"Graduation",0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0
"1459",1978,"2n Cycle",0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0
"1460",1965,"PhD",0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0
"1461",1958,"Master",0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0
"1462",1975,"Master",1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1
"1463",1959,"Graduation",0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0
"1464",1962,"PhD",0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0
"1465",1974,"Graduation",1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0
"1466",1977,"Graduation",1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1
"1467",1970,"PhD",0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0
"1468",1957,"Graduation",0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0
"1469",1982,"PhD",1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0
"1470",1953,"Master",0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1
"1471",1968,"Master",1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0
"1472",1957,"Master",0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0
"1473",1965,"Master",1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0
"1474",1975,"PhD",0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1
"1475",1963,"PhD",1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0
"1476",1990,"Graduation",0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0
"1477",1966,"PhD",0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0
"1478",1988,"Graduation",1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0
"1479",1995,"2n Cycle",0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1
"1480",1975,"Graduation",1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0
"1481",1978,"PhD",0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0
"1482",1961,"Graduation",0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1
"1483",1971,"Master",0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0
"1484",1951,"Master",2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0
"1485",1976,"Master",0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0
"1486",1985,"Graduation",1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0
"1487",1966,"PhD",0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0
"1488",1975,"2n Cycle",0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0
"1489",1979,"Graduation",0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0
"1490",1971,"Graduation",1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0
"1491",1982,"Graduation",0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1
"1492",1973,"Graduation",1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1
"1493",1968,"Master",1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0
"1494",1984,"Graduation",1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0
"1495",1977,"2n Cycle",0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1
"1496",1967,"PhD",1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0
"1497",1964,"Graduation",0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0
"1498",1972,"Graduation",1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0
"1499",1952,"Graduation",0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0
"1500",1987,"2n Cycle",0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0
"1501",1959,"Master",0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1
"1502",1958,"Graduation",0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0
"1503",1951,"PhD",0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0
"1504",1975,"Graduation",1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0
"1505",1969,"PhD",1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1
"1506",1968,"PhD",0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0
"1507",1969,"Master",0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0
"1508",1985,"PhD",0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0
"1509",1984,"Graduation",1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0
"1510",1957,"PhD",1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0
"1511",1971,"PhD",0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1
"1512",1975,"Graduation",1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0
"1513",1982,"Graduation",1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0
"1514",1989,"Master",0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0
"1515",1985,"Graduation",1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0
"1516",1968,"Graduation",0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0
"1517",1949,"Graduation",0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0
"1518",1978,"Basic",1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0
"1519",1954,"PhD",0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0
"1520",1964,"PhD",1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0
"1521",1983,"Graduation",0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0
"1522",1987,"Master",0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0
"1523",1971,"Graduation",1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0
"1524",1968,"Graduation",0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0
"1525",1971,"PhD",0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0
"1526",1986,"Graduation",1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0
"1527",1959,"Graduation",0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0
"1528",1960,"2n Cycle",0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0
"1529",1970,"Graduation",0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0
"1530",1971,"Master",0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0
"1531",1967,"Graduation",0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1
"1532",1963,"PhD",0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0
"1533",1968,"Graduation",0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1
"1534",1990,"Graduation",0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
"1535",1981,"PhD",1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0
"1536",1976,"Graduation",0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0
"1537",1965,"PhD",1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0
